Category,Customer Name,Product Name,Sub-Category,Profit,Sales
Furniture,Keith Dawkins,Nu-Dell EZ-Mount Plastic Wall Frames,Furnishings,4.728,11.82
Furniture,Brenda Bowman,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs,373.779,1779.9
Furniture,Victoria Brennan,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furnishings,75.68,756.8
Furniture,Keith Dawkins,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs,115.5528,577.764
Furniture,Bill Shonely,Hon Olson Stacker Stools,Chairs,177.4206,887.103
Furniture,Luke Schmidt,Nu-Dell Float Frame 11 x 14 1/2,Furnishings,3.9512,14.368
Furniture,Luke Schmidt,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furnishings,12.3284,70.448
Furniture,Muhammed Yedwab,Global Executive Mid-Back Manager's Chair,Chairs,-34.9176,611.058
Furniture,Noel Staavos,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,-137.529,458.43
Furniture,Darrin Van Huff,"Safco Chair Connectors, 6/Carton",Chairs,-2.6936,188.552
Furniture,Noel Staavos,"Lesro Round Back Collection Coffee Table, End Table",Tables,-147.8655,328.59
Furniture,Nat Gilpin,"Tenex ""The Solids"" Textured Chair Mats",Furnishings,-2.0988,55.968
Furniture,Nat Gilpin,Ultra Door Push Plate,Furnishings,2.5532,15.712
Furniture,Odella Nelson,Hon Racetrack Conference Tables,Tables,-199.5076,630.024
Furniture,Ruben Ausman,Stackable Trays,Furnishings,2.9568,9.24
Furniture,Theresa Swint,"Executive Impressions 10"" Spectator Wall Clock",Furnishings,11.9952,35.28
Furniture,Jack O'Briant,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furnishings,8.0968,27.92
Furniture,Rick Wilson,KI Conference Tables,Tables,45.3696,283.56
Furniture,Edward Becker,Nu-Dell Executive Frame,Furnishings,23.384,63.2
Furniture,Frank Hawley,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,27.1764,362.352
Furniture,Eleni McCrary,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Chairs,78.7671,700.152
Furniture,Eleni McCrary,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs,-219.1644,1348.704
Furniture,Ed Braxton,"Bush Cubix Conference Tables, Fully Assembled",Tables,80.843,1293.488
Furniture,Jack O'Briant,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-14.9877,399.672
Furniture,Deirdre Greer,Global Highback Leather Tilter in Burgundy,Chairs,-29.1168,582.336
Furniture,Theresa Swint,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,24.196,241.96
Furniture,Cathy Prescott,"Hon Metal Bookcases, Black",Bookcases,53.235,212.94
Furniture,Sally Hughsby,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs,96.8544,403.56
Furniture,Laura Armstrong,HON 5400 Series Task Chairs for Big and Tall,Chairs,700.98,3504.9
Furniture,Denny Joy,Global Executive Mid-Back Manager's Chair,Chairs,378.274,1454.9
Furniture,Sally Hughsby,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furnishings,27.608,95.2
Furniture,Helen Wasserman,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs,539.2464,1925.88
Furniture,Michael Paige,"Global Geo Office Task Chair, Gray",Chairs,-20.245,56.686
Furniture,Barry Französisch,Global Ergonomic Managers Chair,Chairs,-14.4784,253.372
Furniture,Damala Kotsonis,Office Star Flex Back Scooter Chair with White Frame,Chairs,-35.5136,155.372
Furniture,Tiffany House,"Global Task Chair, Black",Chairs,-29.0073,106.869
Furniture,Matt Connell,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs,-19.2588,674.058
Furniture,Carol Adams,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,-76.0116,246.1328
Furniture,Muhammed Yedwab,Sauder Camden County Collection Library,Bookcases,-137.976,781.864
Furniture,Janet Molinari,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furnishings,-61.872,51.56
Furniture,Laura Armstrong,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furnishings,-0.7566,2.328
Furniture,Frank Atkinson,"Dana Fluorescent Magnifying Lamp, White, 36""",Furnishings,-30.588,40.784
Furniture,Mark Cousins,Staple-based wall hangings,Furnishings,-3.8208,9.552
Furniture,Matt Collister,Contemporary Borderless Frame,Furnishings,-5.9409,10.332
Furniture,Scott Cohen,Stacking Trays by OIC,Furnishings,-6.723,9.96
Furniture,Edward Becker,Tenex Antistatic Computer Chair Mats,Furnishings,-427.45,341.96
Furniture,Barry Französisch,Flat Face Poster Frame,Furnishings,-27.1296,60.288
Furniture,Jason Gross,"Bush Cubix Collection Bookcases, Fully Assembled",Bookcases,50.8254,220.98
Furniture,Harold Engle,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furnishings,6.432,13.4
Furniture,Jonathan Doherty,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furnishings,7.8166,45.98
Furniture,Marina Lichtenstein,"Global High-Back Leather Tilter, Burgundy",Chairs,27.0578,245.98
Furniture,George Bell,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furnishings,42.392,211.96
Furniture,Elizabeth Moffitt,Eldon Image Series Black Desk Accessories,Furnishings,2.9808,8.28
Furniture,Don Miller,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furnishings,50.5632,210.68
Furniture,Katherine Nockton,Global Highback Leather Tilter in Burgundy,Chairs,43.6752,272.97
Furniture,Stefania Perrino,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furnishings,30.99,154.95
Furniture,Katharine Harms,Tensor Brushed Steel Torchiere Floor Lamp,Furnishings,9.1746,50.97
Furniture,Laura Armstrong,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furnishings,85.1816,207.76
Furniture,Ricardo Sperren,Hon GuestStacker Chair,Chairs,294.671,1133.35
Furniture,Rick Reed,Global Italian Leather Office Chair,Chairs,212.1876,785.88
Furniture,Randy Ferguson,24-Hour Round Wall Clock,Furnishings,60.1398,139.86
Furniture,Lori Olson,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furnishings,101.4504,247.44
Furniture,Darren Budd,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Chairs,31.0156,253.764
Furniture,Suzanne McNair,Harbour Creations 67200 Series Stacking Chairs,Chairs,36.3018,192.186
Furniture,Brendan Murry,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,1.1596,46.384
Furniture,Maureen Fritzler,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furnishings,3.792,15.168
Furniture,Alan Haines,36X48 HARDFLOOR CHAIRMAT,Furnishings,-5.4548,33.568
Furniture,Tom Stivers,"GE 4 Foot Flourescent Tube, 40 Watt",Furnishings,7.7896,23.968
Furniture,Katharine Harms,Contemporary Wood/Metal Frame,Furnishings,7.272,38.784
Furniture,Steven Ward,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Bookcases,21.7176,579.136
Furniture,Sibella Parks,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furnishings,-24.9624,332.832
Furniture,Pamela Coakley,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Bookcases,196.686,1573.488
Furniture,Alan Haines,"Situations Contoured Folding Chairs, 4/Set",Chairs,-7.098,99.372
Furniture,Stewart Carmichael,SAFCO Arco Folding Chair,Chairs,-5.524,386.68
Furniture,Katharine Harms,Global Ergonomic Managers Chair,Chairs,-43.4352,760.116
Furniture,Ed Braxton,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,-108.2662,445.802
Furniture,Dean Katz,"Bevis Oval Conference Table, Walnut",Tables,-120.0508,313.176
Furniture,Jonathan Doherty,Chromcraft Round Conference Tables,Tables,-99.3453,313.722
Furniture,Alex Russell,Hon 5100 Series Wood Tables,Tables,-192.0468,523.764
Furniture,Filia McAdams,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,-69.89,1048.35
Furniture,Anthony Jacobs,Hon 94000 Series Round Tables,Tables,-734.5264,1421.664
Furniture,Tom Stivers,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,-250.5408,521.96
Furniture,Dorothy Wardle,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Bookcases,-376.6932,482.94
Furniture,Brendan Sweed,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs,168.4704,701.96
Furniture,Jane Waco,"Master Caster Door Stop, Gray",Furnishings,3.4544,10.16
Furniture,Randy Ferguson,"Global Push Button Manager's Chair, Indigo",Chairs,52.9743,182.67
Furniture,Thomas Boland,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs,292.776,975.92
Furniture,Chris Selesnick,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,43.736,397.6
Furniture,Alan Schoenberger,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,70.9644,545.88
Furniture,Aaron Hawkins,"Eldon Image Series Desk Accessories, Ebony",Furnishings,38.038,86.45
Furniture,Barbara Fisher,Stackable Trays,Furnishings,0.7392,4.928
Furniture,Barry Französisch,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,-19.1058,218.352
Furniture,Adam Hart,Office Star - Mesh Screen back chair with Vinyl seat,Chairs,-35.3646,314.352
Furniture,Michael Paige,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,5.798,231.92
Furniture,Mitch Gastineau,Stackable Trays,Furnishings,1.848,12.32
Furniture,Ken Black,Hon Olson Stacker Stools,Chairs,101.3832,1013.832
Furniture,Damala Kotsonis,Hon 61000 Series Interactive Training Tables,Tables,-29.3238,79.974
Furniture,Elpida Rittenbach,BPI Conference Tables,Tables,-292.1,876.3
Furniture,Dan Reichenbach,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furnishings,99.23,198.46
Furniture,Andy Yotov,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furnishings,7.584,18.96
Furniture,Edward Hooks,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furnishings,7.3528,28.28
Furniture,Hilary Holden,"Linden 10"" Round Wall Clock, Black",Furnishings,10.3904,30.56
Furniture,Thomas Seio,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furnishings,14.212,37.4
Furniture,Alan Schoenberger,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Bookcases,77.5764,1292.94
Furniture,Laurel Workman,Staple-based wall hangings,Furnishings,10.5072,23.88
Furniture,Pauline Webber,Executive Impressions Supervisor Wall Clock,Furnishings,40.416,126.3
Furniture,Marina Lichtenstein,"Master Big Foot Doorstop, Beige",Furnishings,6.5472,21.12
Furniture,Harry Marie,"Master Caster Door Stop, Large Brown",Furnishings,13.832,36.4
Furniture,Cathy Prescott,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furnishings,13.132,46.9
Furniture,Stewart Carmichael,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furnishings,100.4796,257.64
Furniture,David Wiener,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furnishings,26.0316,289.24
Furniture,Anthony Johnson,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Bookcases,210.735,1194.165
Furniture,George Bell,Hon Deluxe Fabric Upholstered Stacking Chairs,Chairs,19.5184,195.184
Furniture,Tracy Poddar,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,-14.4078,104.784
Furniture,Allen Rosenblatt,Bevis Round Conference Room Tables and Bases,Tables,3.5858,143.432
Furniture,Andy Yotov,"Global Deluxe Stacking Chair, Gray",Chairs,9.1764,81.568
Furniture,Andy Yotov,"Global Value Steno Chair, Gray",Chairs,6.074,97.184
Furniture,Bart Watters,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs,7.1196,569.568
Furniture,Barry Französisch,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Tables,15.3522,136.464
Furniture,Darren Budd,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Tables,10.2588,273.568
Furniture,Christine Phan,Hon 61000 Series Interactive Training Tables,Tables,-1.7772,71.088
Furniture,Hilary Holden,Anderson Hickey Conga Table Tops & Accessories,Tables,-3.3506,24.368
Furniture,Dan Reichenbach,Bevis Steel Folding Chairs,Chairs,23.028,230.28
Furniture,Allen Rosenblatt,"Global Deluxe Stacking Chair, Gray",Chairs,13.7646,122.352
Furniture,Dave Hallsten,Global Deluxe Steno Chair,Chairs,-20.7846,184.752
Furniture,Dean Katz,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs,77.0352,770.352
Furniture,Tracy Poddar,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs,-97.5528,650.352
Furniture,Greg Maxwell,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,-99.1764,1322.352
Furniture,Cari Sayre,"Global Leather and Oak Executive Chair, Black",Chairs,108.3528,963.136
Furniture,Frank Atkinson,"Eldon Regeneration Recycled Desk Accessories, Black",Furnishings,3.6784,15.488
Furniture,Candace McMahon,"Padded Folding Chairs, Black, 4/Carton",Chairs,38.8704,388.704
Furniture,Dionis Lloyd,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,20.9274,160.98
Furniture,Rick Wilson,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Chairs,7.4592,26.64
Furniture,Justin Deggeller,Global Highback Leather Tilter in Burgundy,Chairs,14.5584,90.99
Furniture,Rick Wilson,Safco Contoured Stacking Chairs,Chairs,119.2,476.8
Furniture,Keith Dawkins,Global Super Steno Chair,Chairs,32.6332,191.96
Furniture,Steve Chapman,"Global Fabric Manager's Chair, Dark Gray",Chairs,50.49,201.96
Furniture,Nicole Hansen,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furnishings,71.2296,273.96
Furniture,Sung Pak,Longer-Life Soft White Bulbs,Furnishings,2.9568,6.16
Furniture,Harry Marie,"Eldon Regeneration Recycled Desk Accessories, Black",Furnishings,3.7752,9.68
Furniture,Kalyca Meade,3M Polarizing Light Filter Sleeves,Furnishings,17.158,37.3
Furniture,Chris Selesnick,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furnishings,7.584,18.96
Furniture,Sibella Parks,Westinghouse Clip-On Gooseneck Lamps,Furnishings,4.3524,16.74
Furniture,Keith Dawkins,Bretford CR8500 Series Meeting Room Furniture,Tables,200.49,801.96
Furniture,Damala Kotsonis,Global Executive Mid-Back Manager's Chair,Chairs,226.9644,872.94
Furniture,Helen Wasserman,Hon Mobius Operator's Chair,Chairs,81.1734,368.97
Furniture,Elizabeth Moffitt,Novimex Fabric Task Chair,Chairs,27.441,182.94
Furniture,Michael Kennedy,Office Star - Mesh Screen back chair with Vinyl seat,Chairs,43.2234,392.94
Furniture,Justin Deggeller,"Global High-Back Leather Tilter, Burgundy",Chairs,40.5867,368.97
Furniture,Michelle Lonsdale,"Career Cubicle Clock, 8 1/4"", Black",Furnishings,23.1192,60.84
Furniture,Nicole Hansen,Luxo Professional Combination Clamp-On Lamps,Furnishings,79.794,306.9
Furniture,Bill Shonely,"Executive Impressions 13"" Clairmont Wall Clock",Furnishings,23.6529,57.69
Furniture,Dario Medina,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,31.0912,194.32
Furniture,Karen Bern,"Global Airflow Leather Mesh Back Chair, Black",Chairs,181.176,603.92
Furniture,Linda Cazamias,"Master Caster Door Stop, Brown",Furnishings,6.9088,20.32
Furniture,Tom Stivers,"Master Giant Foot Doorstop, Safety Yellow",Furnishings,13.0548,30.36
Furniture,Rick Wilson,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Chairs,423.0085,1458.65
Furniture,Harold Engle,Tensor Track Tree Floor Lamp,Furnishings,22.9885,99.95
Furniture,Jack O'Briant,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,407.1288,1565.88
Furniture,Alejandro Savely,Balt Solid Wood Round Tables,Tables,241.1046,2678.94
Furniture,Justin Deggeller,"Lifetime Advantage Folding Chairs, 4/Carton",Chairs,427.4368,1526.56
Furniture,Bill Overfelt,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Tables,350.427,1592.85
Furniture,Bill Tyler,"Global High-Back Leather Tilter, Burgundy",Chairs,121.7601,1106.91
Furniture,Brenda Bowman,Chromcraft Round Conference Tables,Tables,329.4081,1568.61
Furniture,Steve Chapman,Eldon Expressions Mahogany Wood Desk Collection,Furnishings,17.16,68.64
Furniture,Alex Russell,Global Commerce Series Low-Back Swivel/Tilt Chairs,Chairs,-2.5698,179.886
Furniture,Ben Peterman,Hon 2111 Invitation Series Straight Table,Tables,-16.2613,103.481
Furniture,Brenda Bowman,Global Chrome Stack Chair,Chairs,-2.0568,47.992
Furniture,Lori Olson,"Padded Folding Chairs, Black, 4/Carton",Chairs,-3.2392,113.372
Furniture,Linda Cazamias,"Lifetime Advantage Folding Chairs, 4/Carton",Chairs,-8.7232,305.312
Furniture,Dario Medina,Safco Drafting Table,Tables,-1.4196,99.372
Furniture,Erin Ashbrook,"Global Stack Chair with Arms, Black",Chairs,-2.6982,62.958
Furniture,Katharine Harms,Global Commerce Series Low-Back Swivel/Tilt Chairs,Chairs,-7.7094,539.658
Furniture,Mark Haberlin,Harbour Creations Steel Folding Chair,Chairs,0,241.5
Furniture,Thea Hudgings,"Global High-Back Leather Tilter, Burgundy",Chairs,-93.4724,344.372
Furniture,Muhammed Yedwab,Novimex Swivel Fabric Task Chair,Chairs,-143.431,528.43
Furniture,Harry Marie,Hon Every-Day Series Multi-Task Chairs,Chairs,-93.99,657.93
Furniture,Lisa Ryan,High-Back Leather Manager's Chair,Chairs,-136.4895,454.965
Furniture,David Wiener,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,-77.333,318.43
Furniture,Matt Collister,Bretford CR4500 Series Slim Rectangular Table,Tables,-121.8735,1218.735
Furniture,Anthony Rawles,"Situations Contoured Folding Chairs, 4/Set",Chairs,-24.843,347.802
Furniture,Andrew Gjertsen,KI Conference Tables,Tables,-69.4722,347.361
Furniture,Brooke Gillingham,"Global Manager's Adjustable Task Chair, Storm",Chairs,-12.0784,845.488
Furniture,Victoria Wilson,Hon Multipurpose Stacking Arm Chairs,Chairs,-69.312,1212.96
Furniture,Darren Budd,Bestar Classic Bookcase,Bookcases,-12.9987,67.9932
Furniture,Katrina Edelman,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-27.2646,205.9992
Furniture,Rachel Payne,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,-114.0174,369.1992
Furniture,Cynthia Voltz,Sauder Barrister Bookcases,Bookcases,-42.1096,220.2656
Furniture,Dorothy Badders,"Sauder Mission Library with Doors, Fruitwood Finish",Bookcases,-119.1918,623.4648
Furniture,Harry Marie,O'Sullivan Plantations 2-Door Library in Landvery Oak,Bookcases,-225.0976,956.6648
Furniture,Cyma Kinney,Hon 61000 Series Interactive Training Tables,Tables,-42.6528,66.645
Furniture,Cyma Kinney,"Bevis Oval Conference Table, Walnut",Tables,-430.617,652.45
Furniture,Brendan Murry,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furnishings,-0.9933,1.892
Furniture,Matt Connell,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furnishings,-15.5268,34.504
Furniture,Sung Pak,Dana Swing-Arm Lamps,Furnishings,-7.476,8.544
Furniture,Lori Olson,3M Hangers With Command Adhesive,Furnishings,-1.406,2.96
Furniture,Noel Staavos,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furnishings,-77.4732,73.784
Furniture,Sylvia Foulston,Howard Miller Distant Time Traveler Alarm Clock,Furnishings,-10.4196,21.936
Furniture,Saphhira Shifley,Staple-based wall hangings,Furnishings,-2.5472,6.368
Furniture,Ellis Ballard,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furnishings,-42.4926,94.428
Furniture,Brendan Murry,Flat Face Poster Frame,Furnishings,-10.1736,22.608
Furniture,Lori Olson,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furnishings,-2.3904,7.968
Furniture,Matt Collister,"Master Caster Door Stop, Brown",Furnishings,-3.9624,6.096
Furniture,Gene Hale,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furnishings,-70.9605,72.78
Furniture,David Wiener,Eldon Wave Desk Accessories,Furnishings,-2.8272,7.068
Furniture,Ed Braxton,3M Polarizing Light Filter Sleeves,Furnishings,-7.833,22.38
Furniture,Michael Dominguez,12-1/2 Diameter Round Wall Clock,Furnishings,-23.976,39.96
Furniture,Michael Dominguez,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furnishings,-24.803,58.36
Furniture,Anna Häberlin,"Eldon Expressions Wood Desk Accessories, Oak",Furnishings,-11.439,14.76
Furniture,Tracy Poddar,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furnishings,-29.512,38.08
Furniture,Thea Hudgings,"Howard Miller 16"" Diameter Gallery Wall Clock",Furnishings,-67.137,127.88
Furniture,Heather Kirkland,DAX Cubicle Frames - 8x10,Furnishings,-12.117,16.156
Furniture,Mary Zewe,"Stacking Tray, Side-Loading, Legal, Smoke",Furnishings,-9.0944,12.544
Furniture,Bart Watters,Contemporary Wood/Metal Frame,Furnishings,-32.32,51.712
Furniture,Linda Southworth,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furnishings,-348.6294,332.028
Furniture,Jane Waco,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furnishings,3.792,9.48
Furniture,Ann Chong,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furnishings,6.8274,37.93
Furniture,Dorothy Badders,"Bush Cubix Collection Bookcases, Fully Assembled",Bookcases,101.6508,441.96
Furniture,Edward Hooks,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Bookcases,83.2508,361.96
Furniture,Harold Engle,Tensor Track Tree Floor Lamp,Furnishings,9.1954,39.98
Furniture,Laura Armstrong,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furnishings,33.9388,109.48
Furniture,Michael Dominguez,DAX Wood Document Frame,Furnishings,9.8856,27.46
Furniture,Bill Shonely,Stacking Trays by OIC,Furnishings,3.2868,9.96
Furniture,Ann Chong,DAX Cubicle Frames - 8x10,Furnishings,3.462,11.54
Furniture,Edward Hooks,Eldon 200 Class Desk Accessories,Furnishings,4.0192,12.56
Furniture,Todd Boyes,Luxo Economy Swing Arm Lamp,Furnishings,11.1664,39.88
Furniture,Kalyca Meade,G.E. Halogen Desk Lamp Bulbs,Furnishings,6.7008,13.96
Furniture,Suzanne McNair,"Seth Thomas 14"" Putty-Colored Wall Clock",Furnishings,18.1908,58.68
Furniture,Muhammed MacIntyre,Ultra Door Push Plate,Furnishings,3.2406,9.82
Furniture,Matt Collister,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furnishings,14.5728,40.48
Furniture,Brendan Murry,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,38.2668,173.94
Furniture,Kalyca Meade,Global Ergonomic Managers Chair,Chairs,141.1644,542.94
Furniture,Laura Armstrong,Global Commerce Series High-Back Swivel/Tilt Chairs,Chairs,213.735,854.94
Furniture,Brenda Bowman,Novimex Turbo Task Chair,Chairs,25.5528,212.94
Furniture,Filia McAdams,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furnishings,38.2095,181.95
Furniture,Yoseph Carroll,Eldon Econocleat Chair Mats for Low Pile Carpets,Furnishings,14.9292,124.41
Furniture,Odella Nelson,"DAX Metal Frame, Desktop, Stepped-Edge",Furnishings,23.6808,60.72
Furniture,Maureen Fritzler,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furnishings,9.3228,27.42
Furniture,Dorothy Wardle,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furnishings,12.993,129.93
Furniture,Pamela Coakley,Ultra Door Pull Handle,Furnishings,10.4148,31.56
Furniture,Kalyca Meade,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furnishings,63.8862,155.82
Furniture,Suzanne McNair,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furnishings,6.0726,20.94
Furniture,Bart Watters,Howard Miller Distant Time Traveler Alarm Clock,Furnishings,33.7266,82.26
Furniture,Harry Marie,OIC Stacking Trays,Furnishings,4.4088,10.02
Furniture,Mark Cousins,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furnishings,27.9456,68.16
Furniture,Monica Federle,OIC Stacking Trays,Furnishings,4.4088,10.02
Furniture,Maya Herman,"Master Caster Door Stop, Brown",Furnishings,5.1816,15.24
Furniture,Victoria Pisteka,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furnishings,12.8316,37.74
Furniture,Theresa Coyne,SAFCO Folding Chair Trolley,Chairs,143.6288,512.96
Furniture,Harold Engle,36X48 HARDFLOOR CHAIRMAT,Furnishings,5.8744,83.92
Furniture,Saphhira Shifley,"Master Big Foot Doorstop, Beige",Furnishings,6.5472,21.12
Furniture,Anthony Rawles,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furnishings,31.2664,183.92
Furniture,Jonathan Doherty,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furnishings,14.8752,165.28
Furniture,Quincy Jones,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,1013.127,4404.9
Furniture,Heather Kirkland,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Chairs,75.686,291.1
Furniture,Jane Waco,"Eldon 200 Class Desk Accessories, Burgundy",Furnishings,13.188,31.4
Furniture,Jane Waco,"Eldon Imàge Series Desk Accessories, Clear",Furnishings,10.449,24.3
Furniture,Theresa Coyne,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furnishings,18.96,47.4
Furniture,Harry Marie,Tensor Computer Mounted Lamp,Furnishings,20.1015,74.45
Furniture,Jack O'Briant,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furnishings,39.98,199.9
Furniture,Edward Hooks,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furnishings,83.733,214.7
Furniture,Noel Staavos,Eldon 500 Class Desk Accessories,Furnishings,19.9155,60.35
Furniture,Benjamin Venier,9-3/4 Diameter Round Wall Clock,Furnishings,28.959,68.95
Furniture,Georgia Rosenberg,Sauder Inglewood Library Bookcases,Bookcases,235.9524,1025.88
Furniture,Odella Nelson,"Global Stack Chair with Arms, Black",Chairs,64.7568,239.84
Furniture,Laura Armstrong,9-3/4 Diameter Round Wall Clock,Furnishings,52.1262,124.11
Furniture,Kean Nguyen,Howard Miller Distant Time Traveler Alarm Clock,Furnishings,112.422,274.2
Furniture,Julie Creighton,"Eldon 200 Class Desk Accessories, Smoke",Furnishings,29.0136,69.08
Furniture,Pauline Webber,"Global Fabric Manager's Chair, Dark Gray",Chairs,15.147,90.882
Furniture,Anthony Rawles,Office Star - Task Chair with Contemporary Loop Arms,Chairs,25.4744,163.764
Furniture,Denise Monton,Novimex Turbo Task Chair,Chairs,2.8392,127.764
